departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA ISLAS,Educación Nacional,Nacional,Ejecutivo,Centralizada,Consultoría,Concurso de méritos abierto,En ejecución,Si,Inversión,299500000,0,2026-02-24T00:00:00.000Z,2026-02-25T00:00:00.000Z,2026-05-24T00:00:00.000Z,CONTRATACIÓN DE ESTUDIO TÉCNICO QUE PERMITA LA IDENTIFICACIÓN DE LAS NECESIDADES DE FORMACIÓN (NUEVA OFERTA ACADÉMICA) EN EDUCACIÓN SUPERIOR Y CARACTERIZAR; REALIZAR SEGUIMIENTO Y CONOCER EL IMPACTO DE LOS GRADUADOS DEL INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA EN EL SECTOR PRODUCTIVO,CONTRATACIÓN DE ESTUDIO TÉCNICO QUE PERMITA LA IDENTIFICACIÓN DE LAS NECESIDADES DE FORMACIÓN (NUEVA OFERTA ACADÉMICA) EN EDUCACIÓN SUPERIOR Y CARACTERIZAR; REALIZAR SEGUIMIENTO Y CONOCER EL IMPACTO DE LOS GRADUADOS DEL INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,88,2026,2,0,,,
Santander,E.S.E HOSPITAL REGIONAL DEL MAGDALENA MEDIO//,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,16800000,5040000,2026-02-23T00:00:00.000Z,2026-02-23T00:00:00.000Z,2026-06-22T00:00:00.000Z,PRESTAR LOS SERVICIOS PROFESIONALES EN EDUCACIÓN PARA LA (UDS-1) EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO No. 68007562025 SUSCRITO ENTRE EL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR Y EL HOSPITAL REGIONAL DEL MAGDALENA MEDIO,PRESTAR LOS SERVICIOS PROFESIONALES EN EDUCACIÓN PARA LA (UDS-1) EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO No. 68007562025 SUSCRITO ENTRE EL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR Y EL HOSPITAL REGIONAL DEL MAGDALENA MEDIO,119,2026,2,1,2.540564492865275E8,2635,0.07
Cundinamarca,empresa social del estado región de salud soacha.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,7500000,0,2026-02-23T00:00:00.000Z,2026-03-03T00:00:00.000Z,2026-05-13T00:00:00.000Z,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA EN EL PROCESO DE EQUIPOS BÁSICOS EN SALUD DE LA SUBGERENCIA COMUNITARIA DE LA EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD SOACHA DE ACUERDO AL REQUERIMIENTO INSTITUCIONAL EN DESARROLLO DE LA RESOLUCIÓN 1010 DE 2025 EMITIDA POR EL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL POR LA CUAL SE EFECTÚA UNA ASIGNACIÓN DE RECURSOS DEL PRESUPUESTO DE GASTO DE FUNCIONAMIENTO; PARA EL FORTALECIMIENTO DE LA ATENCIÓN EN EL NIVEL PRIMARIO; A TRAVÉS DE LA CONFORMACI,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA EN EL PROCESO DE EQUIPOS BÁSICOS EN SALUD DE LA SUBGERENCIA COMUNITARIA DE LA EMPRESA SOCIAL DEL ESTADO REGIÓN DE SALUD SOACHA DE ACUERDO AL REQUERIMIENTO INSTITUCIONAL EN DESARROLLO DE LA RESOLUCIÓN 1010 DE 2025 EMITIDA POR EL MINISTERIO DE SALUD,71,2026,2,1,2.1014358096011004E8,3635,0.04
Magdalena,ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,2300000,0,2026-02-21T00:00:00.000Z,2026-02-21T00:00:00.000Z,2026-02-28T00:00:00.000Z,PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERIA EN LAS DIFERENTES AREAS DE LA E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL DE FUNDACION MAGDALENA,PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERIA EN LAS DIFERENTES AREAS DE LA E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL DE FUNDACION MAGDALENA,7,2026,2,1,7.677943580718768E7,3506,0.03
Huila,CONTRALORIA DEPARTAMENTAL DEL HUILA,Servicio Público,Territorial,Corporación Autónoma,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,24000000,0,2026-02-20T00:00:00.000Z,2026-02-24T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRO DE BIENES Y SERVICIOS REQUERIDOS PARA GARANTIZAR EL FUNCIONAMIENTO DE LOS VEHÍCULOS QUE CONFORMAN EL PARQUE AUTOMOTOR DE LA CONTRALORÍA DEPARTAMENTAL DEL HUILA,SUMINISTRO DE BIENES Y SERVICIOS REQUERIDOS PARA GARANTIZAR EL FUNCIONAMIENTO DE LOS VEHÍCULOS QUE CONFORMAN EL PARQUE AUTOMOTOR DE LA CONTRALORÍA DEPARTAMENTAL DEL HUILA,310,2026,2,0,1.6070926649029127E8,1648,0.15
Bolívar,ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,Modificado,Si,Funcionamiento,2625000000,0,2026-02-20T00:00:00.000Z,2026-02-23T00:00:00.000Z,2026-08-31T00:00:00.000Z,SERVICIOS LOGISTICOS PARA APOYAR LAS JORNADAS ELECTORALES Y DE ESCRUTINIOS PARA EL CALENDARIO ELECTORAL 2026 PROGRAMADO POR LA REGISTRADURIA NACIONAL DEL ESTADO CIVIL,SERVICIOS LOGISTICOS PARA APOYAR LAS JORNADAS ELECTORALES Y DE ESCRUTINIOS PARA EL CALENDARIO ELECTORAL 2026 PROGRAMADO POR LA REGISTRADURIA NACIONAL DEL ESTADO CIVIL,189,2026,2,0,3.8163337750031626E8,1581,6.88
Tolima,HOSPITAL REGIONAL ALFONSO JARAMILLO SALAZAR E.S.E.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,50000000,0,2026-02-20T00:00:00.000Z,2026-02-20T00:00:00.000Z,2026-06-30T00:00:00.000Z,Prestación de Servicios Profesionales en Medicina General en las Áreas Asistenciales del Hospital Regional Alfonso Jaramillo Salazar E.S.E.,Prestación de Servicios Profesionales en Medicina General en las Áreas Asistenciales del Hospital Regional Alfonso Jaramillo Salazar E.S.E.,130,2026,2,1,2.554871704802176E8,2022,0.2
Antioquia,MUNICIPIO EL RETIRO,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,5086499,5086499,2026-02-20T00:00:00.000Z,2026-02-26T00:00:00.000Z,2026-04-26T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PARA EL MANTENIMIENTO Y CALIBRACIÓN DE EQUIPOS DE SANIDAD PARA EL FORTALECIMIENTO DE LOS PROCESOS DE INSPECCIÓN; VIGILANCIA Y CONTROL EN EL MUNICIPIO DE EL RETIRO PARA LA VIGENCIA 2026.,PRESTACIÓN DE SERVICIOS PARA EL MANTENIMIENTO Y CALIBRACIÓN DE EQUIPOS DE SANIDAD PARA EL FORTALECIMIENTO DE LOS PROCESOS DE INSPECCIÓN; VIGILANCIA Y CONTROL EN EL MUNICIPIO DE EL RETIRO PARA LA VIGENCIA 2026.,59,2026,2,0,3.077974599038113E8,4959,0.02
Distrito Capital de Bogotá,FONDO NACIONAL AMBIENTAL - ANLA,Ambiente y Desarrollo Sostenible,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Selección abreviada subasta inversa,En ejecución,No,Inversión,2092849739,0,2026-02-19T00:00:00.000Z,2026-02-20T00:00:00.000Z,2026-12-31T00:00:00.000Z,Prestar el servicio de transporte terrestre especial para la Autoridad Nacional de Licencias Ambientales en el Territorio Nacional,Prestar el servicio de transporte terrestre especial para la Autoridad Nacional de Licencias Ambientales en el Territorio Nacional,314,2026,2,0,5.57940873615632E8,8393,3.75
Antioquia,CONCEJO MUNICIPAL DE MEDELLIN,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,49000000,3142260,2026-02-19T00:00:00.000Z,2026-02-23T00:00:00.000Z,2026-12-31T00:00:00.000Z,Servicio consistente en el suministro de refrigerios para ser entregados en el Concejo de Medellín o fuera de esta corporación.,Servicio consistente en el suministro de refrigerios para ser entregados en el Concejo de Medellín o fuera de esta corporación.,311,2026,2,0,3.077974599038113E8,4959,0.16
Boyacá,MUNICIPIO DE LA UVITA,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,21841260,0,2026-02-18T00:00:00.000Z,2026-02-18T00:00:00.000Z,2026-12-27T00:00:00.000Z,PRESTACIÓN DE SERVICIO INTERNET PARA LAS DEPENDENCIAS DE LA ALCALDÍA; I.E.T NUESTRA SEÑORA DE LAS MERCEDES; I.E.T AGROINDUSTRIAL CUSAGUI; BIBLIOTECA Y VIVE DIGITAL DEL MUNICIPIO DE LA UVITA BOYACÁ VIGENCIA 2026.,PRESTACIÓN DE SERVICIO INTERNET PARA LAS DEPENDENCIAS DE LA ALCALDÍA; I.E.T NUESTRA SEÑORA DE LAS MERCEDES; I.E.T AGROINDUSTRIAL CUSAGUI; BIBLIOTECA Y VIVE DIGITAL DEL MUNICIPIO DE LA UVITA BOYACÁ VIGENCIA 2026.,312,2026,2,0,2.231946501464273E8,2841,0.1
Magdalena,E.S.E. HOSPITAL FRAY LUIS DE LEON,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,Si,Funcionamiento,7735000,0,2026-02-18T00:00:00.000Z,2026-02-18T00:00:00.000Z,2026-02-28T00:00:00.000Z,ALQUILER DEL SOFTWARE SALUD SYSTTEM 12 ON PREMISES / ASISTENCIA TECNICA DE LOS MÓDULOS DE MODULO PARA LA ESE HOSPITAL LOCAL FRAY LUIS DE LEON DE PLATO,ALQUILER DEL SOFTWARE SALUD SYSTTEM 12 ON PREMISES / ASISTENCIA TECNICA DE LOS MÓDULOS DE MODULO PARA LA ESE HOSPITAL LOCAL FRAY LUIS DE LEON DE PLATO,10,2026,2,1,7.677943580718768E7,3506,0.1
Boyacá,ALCALDIA MUNICIPAL DE SABOYA,Servicio Público,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,Si,Inversión,152702189,0,2026-02-17T00:00:00.000Z,2026-02-27T00:00:00.000Z,2026-12-24T00:00:00.000Z,PRESTACION DE SERVICIOS DE APOYO LOGISTICO PARA EL DESARROLLO DE ACTIVIDADES DE CARÁCTER SOCIAL; COMUNITARIO; INSTITUCIONAL; ARTISTICAS; CULTURALES; FOLCLORICAS; DEPORTIVAS Y RECREATIVAS DEFINIDAS EN LAS METAS DEL PLAN DE DESARROLLO UNIENDO LA HISTORIA Y PROYECTANDO A SABOYA 2024-2027 Y EN LOS PLANES DE ACCION DE LAS POLITICAS PUBLICAS DEL MUNICIPIO DE SABOYA-BOYACA DURANTE LA VIGENCIA 2026,PRESTACION DE SERVICIOS DE APOYO LOGISTICO PARA EL DESARROLLO DE ACTIVIDADES DE CARÁCTER SOCIAL; COMUNITARIO; INSTITUCIONAL; ARTISTICAS; CULTURALES; FOLCLORICAS; DEPORTIVAS Y RECREATIVAS DEFINIDAS EN LAS METAS DEL PLAN DE DESARROLLO UNIENDO LA HISTORIA Y PROYECTANDO A SABOYA 2024-2027 Y EN LOS PLA,300,2026,2,1,2.231946501464273E8,2841,0.68
Bolívar,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS.*,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,42750000,0,2026-02-17T00:00:00.000Z,2026-02-23T00:00:00.000Z,2026-07-22T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO PARA INTEGRAR LOS EQUIPO BÁSICO DE SALUD DE LA ESE HLCI; EN EL DESARROLLO DE LA RESOLUCION 1155 DE 2025   Y LAS ACTIVIDADES CONTENIDAS EN EL LINEAMIENTO DEL FORTALECIMIENTO DE LA GESTIÓN TERRITORIAL EN APS.,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO PARA INTEGRAR LOS EQUIPO BÁSICO DE SALUD DE LA ESE HLCI; EN EL DESARROLLO DE LA RESOLUCION 1155 DE 2025   Y LAS ACTIVIDADES CONTENIDAS EN EL LINEAMIENTO DEL FORTALECIMIENTO DE LA GESTIÓN TERRITORIAL EN APS.,149,2026,2,1,3.8163337750031626E8,1581,0.11
Distrito Capital de Bogotá,DEPARTAMENTO DE CUNDINAMARCA-SECRETARÍA DE LA FUNCIÓN PÚBLICA,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,No,Funcionamiento,1103010106,0,2026-02-17T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-12-24T00:00:00.000Z,PRESTACIÓN DE SERVICIOS DE UN PROGRAMA DE ACONDICIONAMIENTO FÍSICO; MEDICINA DEPORTIVA Y ENTRENAMIENTO DEPORTIVO PARA LOS SERVIDORES PÚBLICOS DEL SECTOR CENTRAL DE LA GOBERNACIÓN DE CUNDINAMARCA Y SU GRUPO FAMILIAR; EN EL MARCO DE LOS PROGRAMAS DE SEGURIDAD Y SALUD EN EL TRABAJO Y PLAN INSTITUCIONAL DE ESTÍMULOS BIENESTAR E INCENTIVOS.,PRESTACIÓN DE SERVICIOS DE UN PROGRAMA DE ACONDICIONAMIENTO FÍSICO; MEDICINA DEPORTIVA Y ENTRENAMIENTO DEPORTIVO PARA LOS SERVIDORES PÚBLICOS DEL SECTOR CENTRAL DE LA GOBERNACIÓN DE CUNDINAMARCA Y SU GRUPO FAMILIAR; EN EL MARCO DE LOS PROGRAMAS DE SEGURIDAD Y SALUD EN EL TRABAJO Y PLAN INSTITUCIONAL,280,2026,2,0,5.57940873615632E8,8393,1.98
La Guajira,ICBF REGIONAL GUAJIRA,No aplica/No pertenece,Nacional,Ejecutivo,Centralizada,Otro,Contratación régimen especial,En ejecución,No,Inversión,2507364967,0,2026-02-16T00:00:00.000Z,2026-02-23T00:00:00.000Z,2026-11-15T00:00:00.000Z,"PRESTACIÓN DE SERVICIOS DE ATENCIÓN INTEGRAL AL PUEBLO 
WAYUU; EN CUMPLIMIENTO DE LA SENTENCIA T-302 DE 2017 Y LA 
SUPERACIÓN DEL ESTADO DE COSAS INCONSTITUCIONALES; CONFORME 
LO ORIENTADO EN LA GUÍA DE ATENCIÓN INTEGRAL AL PUEBLO WAYUU EN 
SUS TERRITORIOS ANCESTRALES.","PRESTACIÓN DE SERVICIOS DE ATENCIÓN INTEGRAL AL PUEBLO 
WAYUU; EN CUMPLIMIENTO DE LA SENTENCIA T-302 DE 2017 Y LA 
SUPERACIÓN DEL ESTADO DE COSAS INCONSTITUCIONALES; CONFORME 
LO ORIENTADO EN LA GUÍA DE ATENCIÓN INTEGRAL AL PUEBLO WAYUU EN 
SUS TERRITORIOS ANCESTRALES.",265,2026,2,1,9.56909428035982E8,667,2.62
Antioquia,ESCUELA DE POLICIA CARLOS EUGENIO RESTREPO,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,42000000,0,2026-02-16T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-12-10T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN ASESOR METODOLÓGICO PARA EL PROCESO DE INVESTIGACIÓN DE LA SEDE MULTICAMPUS MIGUEL ANTONIO CAICEDO MENA,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN ASESOR METODOLÓGICO PARA EL PROCESO DE INVESTIGACIÓN DE LA SEDE MULTICAMPUS MIGUEL ANTONIO CAICEDO MENA,265,2026,2,1,3.077974599038113E8,4959,0.14
La Guajira,ICBF REGIONAL GUAJIRA,No aplica/No pertenece,Nacional,Ejecutivo,Centralizada,Otro,Contratación régimen especial,En ejecución,No,Inversión,4758342088,0,2026-02-15T00:00:00.000Z,2026-02-20T00:00:00.000Z,2026-08-30T00:00:00.000Z,LA PRESTACIÓN DE SERVICIOS DE ATENCION INTEGRAL AL PUEBLO WAYUU; EN CUMPLIMIENTO DE LA SENTENCIA T-302 DE 2017 Y LA SUPERACION DEL ESTADO DE COSAS INCONSTITUCIONALES; CONFORME LO ORIENTADO EN LA GUÍA DE ATENCION INTEGRAL AL PUEBLO WAYUU EN SUS TERRITORIOS ANCESTRALES,LA PRESTACIÓN DE SERVICIOS DE ATENCION INTEGRAL AL PUEBLO WAYUU; EN CUMPLIMIENTO DE LA SENTENCIA T-302 DE 2017 Y LA SUPERACION DEL ESTADO DE COSAS INCONSTITUCIONALES; CONFORME LO ORIENTADO EN LA GUÍA DE ATENCION INTEGRAL AL PUEBLO WAYUU EN SUS TERRITORIOS ANCESTRALES,191,2026,2,1,9.56909428035982E8,667,4.97
Meta,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E.S.E,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,7000000,5600000,2026-02-13T00:00:00.000Z,2026-02-13T00:00:00.000Z,2026-04-27T00:00:00.000Z,PRESTACION  DE  SERVICIOS  COMO AUXILIAR  DE  ENFERMERIA   PARA  LA  EJEECUCION  DE LOS  PLANES  DE  INTERVENCIONES  COLECTIVAS PARA  EL  MUNICIPIO DE   MESETAS -META,PRESTACION  DE  SERVICIOS  COMO AUXILIAR  DE  ENFERMERIA   PARA  LA  EJEECUCION  DE LOS  PLANES  DE  INTERVENCIONES  COLECTIVAS PARA  EL  MUNICIPIO DE   MESETAS -META,73,2026,2,1,2.278074871755618E8,2136,0.03
Cundinamarca,EMPRESA SOCIAL DEL ESTADO CENTRO SALUD RICAURTE,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Decreto 092 de 2017,Contratación régimen especial,Modificado,No,Funcionamiento,11694232,0,2026-02-12T00:00:00.000Z,2026-02-12T00:00:00.000Z,2026-03-31T00:00:00.000Z,"PRESTACION DE SERVICIOS PROFESIONALES COMO
PSICOLOGA EN EL MARCO DEL CONTRATO
INTERADMINISTRATIVO SS-CD-CI-732-2025 SUSCRITO
ENTRE EL DEPARTAMENTO DE CUNDINAMARCASECRETARIA
DE SALUD Y LA EMPRESA SOCIAL DEL
ESTADO CENTRO DE SALUD DE RICAURTE
CUNDINAMARCA","PRESTACION DE SERVICIOS PROFESIONALES COMO
PSICOLOGA EN EL MARCO DEL CONTRATO
INTERADMINISTRATIVO SS-CD-CI-732-2025 SUSCRITO
ENTRE EL DEPARTAMENTO DE CUNDINAMARCASECRETARIA
DE SALUD Y LA EMPRESA SOCIAL DEL
ESTADO CENTRO DE SALUD DE RICAURTE
CUNDINAMARCA",47,2026,2,1,2.1014358096011004E8,3635,0.06
Norte de Santander,EMPRESA SOCIAL DEL ESTADO E.S.E. HOSPITAL REGIONAL NORTE,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,Modificado,No,,19080000,10600000,2026-02-12T00:00:00.000Z,2026-02-12T00:00:00.000Z,2026-05-29T00:00:00.000Z,PRESTACIÓN DE SERVICIOS COMO PSICOLOGA(O) DENTRO DE LA ESTRATEGIA DE EQUIPOS BÁSICOS DE SALUD EN LA ESE HOSPITAL REGIONAL NORTE -SARDINATA- URBANO,PRESTACIÓN DE SERVICIOS COMO PSICOLOGA(O) DENTRO DE LA ESTRATEGIA DE EQUIPOS BÁSICOS DE SALUD EN LA ESE HOSPITAL REGIONAL NORTE -SARDINATA- URBANO,106,2026,2,1,2.0313079243196437E8,2021,0.09
Valle del Cauca,ALCALDIA MUNICIPAL DE RESTREPO VALLE DEL CAUCA,Servicio Público,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,Si,Inversión,317242857,44414000,2026-02-12T00:00:00.000Z,2026-02-16T00:00:00.000Z,2026-07-31T00:00:00.000Z,AUNAR ESFUERZOS CON UNA ENTIDAD SIN ÁNIMO DE LUCRO (ESAL) DE RECONOCIDA IDONEIDAD; SELECCIONADA MEDIANTE PROCESO COMPETITIVO EN LOS TÉRMINOS DEL DECRETO 092 DE 2017; PARA PARA LA PRESTACIÓN DE SERVICIOS DE APOYO PROFESIONAL; LOGISTICO Y OPERATIVO ORIENTADO AL FUNCIONAMINETO DEL CENTRO DE PROTECCION Y CENTRO DIA DEL MUNICIPIO DE RESTREPO VALLE - DEL CAUCA; EN CUMPLIMIENTO DE LAS LEYES 1315 Y 1276 DE 2009 Y EN EL MARCO DEL PROYECTO: PROTECCION ADULTO MAYOR CON POBREZA MULTIDIMENSIONAL DEL MUNICIPI,AUNAR ESFUERZOS CON UNA ENTIDAD SIN ÁNIMO DE LUCRO (ESAL) DE RECONOCIDA IDONEIDAD; SELECCIONADA MEDIANTE PROCESO COMPETITIVO EN LOS TÉRMINOS DEL DECRETO 092 DE 2017; PARA PARA LA PRESTACIÓN DE SERVICIOS DE APOYO PROFESIONAL; LOGISTICO Y OPERATIVO ORIENTADO AL FUNCIONAMINETO DEL CENTRO DE PROTECCION,165,2026,2,1,3.972895858212735E8,2764,0.8
Caldas,ALCALDIA MUNICIPIO DE RIOSUCIO CALDAS,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,Modificado,No,Inversión,73499997,0,2026-02-11T00:00:00.000Z,2026-02-11T00:00:00.000Z,2026-05-31T00:00:00.000Z,EL CONTRATISTA SE OBLIGA PARA CON EL MUNICIPIO A PRESTAR EL SERVICIO DE INMOVILIZACIÓN; PARQUEADERO Y GRUA TODO INCLUIDO (CONDUCTOR; CONSERJE Y COMBUSTIBLE); PARA EL TRASLADO DE LOS VEHÍCULOS INMOVILIZADOS HASTA EL LUGAR DESTINADO PARA TAL FIN POR LA ADMINITRACIÓN MUNICIPAL DENTRO DEL PROCESO CONTRAVENCIONAL DE TRÁNSITO LEY 769 DE 2002; POR PARTE DE LAS AUTORIDADES LOCALES.,EL CONTRATISTA SE OBLIGA PARA CON EL MUNICIPIO A PRESTAR EL SERVICIO DE INMOVILIZACIÓN; PARQUEADERO Y GRUA TODO INCLUIDO (CONDUCTOR; CONSERJE Y COMBUSTIBLE); PARA EL TRASLADO DE LOS VEHÍCULOS INMOVILIZADOS HASTA EL LUGAR DESTINADO PARA TAL FIN POR LA ADMINITRACIÓN MUNICIPAL DENTRO DEL PROCESO CONTRA,109,2026,2,0,1.3881947553267974E8,1836,0.53
,ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE PALMIRA,Ley de Justicia,Nacional,Judicial,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,64027680,0,2026-02-11T00:00:00.000Z,2026-02-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,LA ADQUISICION DE PRODUCTOS LACTEOS Y OVOPRODUCTOS (QUESO; LECHE y HUEVOS) PARA EL FUNCIONAMIENTO DEL PROYECTO PANADERIA LA CARCEL Y PENITECIARIA DE ALTA Y MEDIANA SEGURIDAD DE PALMIRA (CPAMS PALMIRA),LA ADQUISICION DE PRODUCTOS LACTEOS Y OVOPRODUCTOS (QUESO; LECHE y HUEVOS) PARA EL FUNCIONAMIENTO DEL PROYECTO PANADERIA LA CARCEL Y PENITECIARIA DE ALTA Y MEDIANA SEGURIDAD DE PALMIRA (CPAMS PALMIRA),323,2026,2,0,,,
Caquetá,ICBF REGIONAL CAQUETA,Salud y Protección Social,Nacional,Ejecutivo,Centralizada,Otro,Contratación régimen especial,En ejecución,Si,Inversión,1881492140,0,2026-02-11T00:00:00.000Z,2026-02-16T00:00:00.000Z,2026-12-15T00:00:00.000Z,Complementar la atención a través de la entrega de alimentos y de acciones de soberanía alimentaria para fortalecer el componente alimentario y nutricional en el marco de los servicios del ICBF - Zona 751,Complementar la atención a través de la entrega de alimentos y de acciones de soberanía alimentaria para fortalecer el componente alimentario y nutricional en el marco de los servicios del ICBF - Zona 751,302,2026,2,1,1.7326403806709957E8,462,10.86
Meta,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,10460490,4386657,2026-02-11T00:00:00.000Z,2026-02-11T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO AGENTE DE CALL CENTER DE LA EMPRESA SOCIAL DEL ESTADO DEL  MUNICIPIO DE VILLAVICENCIO,PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO AGENTE DE CALL CENTER DE LA EMPRESA SOCIAL DEL ESTADO DEL  MUNICIPIO DE VILLAVICENCIO,139,2026,2,1,2.278074871755618E8,2136,0.05
Córdoba,E.S.E Hospital Sagrado Corazon de Jesus,Salud y Protección Social,Territorial,Corporación Autónoma,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,32000000,0,2026-02-10T00:00:00.000Z,2026-02-12T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTACION DE SERVICIOS PROFESIONALES COMO ENFERMERO No 2- ZONA RURAL SUR; CON EL FIN DE DESARROLLAR LAS ACTIVIDADES DESCRITAS EN LA RESOLUCION No. 873 DE 2025 EBS AMPLIACION,PRESTACION DE SERVICIOS PROFESIONALES COMO ENFERMERO No 2- ZONA RURAL SUR; CON EL FIN DE DESARROLLAR LAS ACTIVIDADES DESCRITAS EN LA RESOLUCION No. 873 DE 2025 EBS AMPLIACION,108,2026,2,1,9.420889641948956E8,431,0.03
