departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Tolima,HOSMI,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,Si,Funcionamiento,697544141,0,2026-03-17T00:00:00.000Z,2026-05-05T00:00:00.000Z,2026-11-04T00:00:00.000Z,ADECUACION MENOR DEL CENTRO DE SALUD DEL CENTRO POBLADO DE HERRERA DEL HOSPITAL MARIA INMACULADA E.S.E. DEL MUNICIPIO DE RIOBLANCO TOLIMA,ADECUACION MENOR DEL CENTRO DE SALUD DEL CENTRO POBLADO DE HERRERA DEL HOSPITAL MARIA INMACULADA E.S.E. DEL MUNICIPIO DE RIOBLANCO TOLIMA,183,2026,3,1,2.554871704802176E8,2022,2.73
Caquetá,SENA REGIONAL CAQUETA,Trabajo,Nacional,Ejecutivo,Descentralizada,Compraventa,Mínima cuantía,En ejecución,Si,Inversión,25999711,0,2026-03-16T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-04-17T00:00:00.000Z,Adquirir la compra de materiales del área de belleza para el desarrollo de las formaciones que brinda el Centro Tecnológico de la Amazonia.,Adquirir la compra de materiales del área de belleza para el desarrollo de las formaciones que brinda el Centro Tecnológico de la Amazonia.,24,2026,3,0,1.7326403806709957E8,462,0.15
Huila,MUNICIPIO DE PITALITO,Servicio Público,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,70000000,0,2026-03-16T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRO DE AYUDA HUMANITARIA CON DESTINO A FAMILIAS AFECTADAS POR SITUACIÓN DE EMERGENCIA; CALAMIDAD O DESASTRE EN EL MUNICIPIO DE PITALITO,SUMINISTRO DE AYUDA HUMANITARIA CON DESTINO A FAMILIAS AFECTADAS POR SITUACIÓN DE EMERGENCIA; CALAMIDAD O DESASTRE EN EL MUNICIPIO DE PITALITO,287,2026,3,0,1.6070926649029127E8,1648,0.44
Caldas,ALCALDIA MUNICIPIO DE MANZANARES,Presidencia de la República,Territorial,Ejecutivo,Descentralizada,Compraventa,Mínima cuantía,Modificado,Si,Inversión,27950000,27950000,2026-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-03-23T00:00:00.000Z,CONTRATAR ADQUISICIÓN DE EQUIPOS DE CÓMPUTO PORTÁTILES DESTINADOS A FORTALECER EL ACCESO; PERMANENCIA Y CALIDAD EDUCATIVA DE LA POBLACIÓN ESTUDIANTIL RECONOCIDA COMO VÍCTIMAS DEL CONFLICTO ARMADO,CONTRATAR ADQUISICIÓN DE EQUIPOS DE CÓMPUTO PORTÁTILES DESTINADOS A FORTALECER EL ACCESO; PERMANENCIA Y CALIDAD EDUCATIVA DE LA POBLACIÓN ESTUDIANTIL RECONOCIDA COMO VÍCTIMAS DEL CONFLICTO ARMADO,10,2026,3,0,1.3881947553267974E8,1836,0.2
Distrito Capital de Bogotá,MINSALUD,Salud y Protección Social,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,133000000,0,2026-03-13T00:00:00.000Z,2026-03-16T00:00:00.000Z,2026-12-30T00:00:00.000Z,Contratar el servicio de envío de mensajes que incluyen código de un solo uso a través de diferentes canales tales como SMS; WhatsApp y mensaje de voz,Contratar el servicio de envío de mensajes que incluyen código de un solo uso a través de diferentes canales tales como SMS; WhatsApp y mensaje de voz,289,2026,3,0,5.57940873615632E8,8393,0.24
Cauca,INDUSTRIA LICORERA DEL CAUCA,Industria,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial (con ofertas),Modificado,No,,523600000,0,2026-03-13T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-07-24T00:00:00.000Z,PRESTAR LOS SERVICIOS PARA EL DESARROLLO DE NUEVAS MARCAS; RENOVACIÓN DE LA IMAGEN DE LOS PRODUCTOS DE LA MARCA; AGUARDIENTES TRADICIONALES; AGUARDIENTES DE ANÍS SABOR A MANDARINA Y LIMON DE LA INDUSTRIA LICORERA DEL CAUCA,PRESTAR LOS SERVICIOS PARA EL DESARROLLO DE NUEVAS MARCAS; RENOVACIÓN DE LA IMAGEN DE LOS PRODUCTOS DE LA MARCA; AGUARDIENTES TRADICIONALES; AGUARDIENTES DE ANÍS SABOR A MANDARINA Y LIMON DE LA INDUSTRIA LICORERA DEL CAUCA,122,2026,3,1,1.9055105056899488E8,1174,2.75
Antioquia,REGIÓN DE PLANEACIÓN Y GESTIÓN DEL BAJO CAUCA,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,terminado,Si,,4165000,0,2026-03-12T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-03-15T00:00:00.000Z,GARANTIZAR A TODO COSTO LA DISPONIBILIDAD; ADMINISTRACIÓN Y FUNCIONAMIENTO DE PANTALLAS LED COMO APOYO INSTITUCIONAL A LAS ACTIVIDADES DE RENDICIÓN DE CUENTAS ANUAL DEL MUNICIPIO DE CAUCASIA ANTIOQUIA,GARANTIZAR A TODO COSTO LA DISPONIBILIDAD; ADMINISTRACIÓN Y FUNCIONAMIENTO DE PANTALLAS LED COMO APOYO INSTITUCIONAL A LAS ACTIVIDADES DE RENDICIÓN DE CUENTAS ANUAL DEL MUNICIPIO DE CAUCASIA ANTIOQUIA,2,2026,3,0,3.077974599038113E8,4959,0.01
Distrito Capital de Bogotá,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.**,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,14872000,0,2026-03-12T00:00:00.000Z,2026-03-12T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTAR SERVICIOS COMO PROFESIONAL UNIVERSITARIO DE APOYO A LA GESTION ASISTENCIAL EN LAS ÁREAS ASIGNADAS POR LA SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,PRESTAR SERVICIOS COMO PROFESIONAL UNIVERSITARIO DE APOYO A LA GESTION ASISTENCIAL EN LAS ÁREAS ASIGNADAS POR LA SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.,110,2026,3,1,5.57940873615632E8,8393,0.03
Antioquia,DISTRITO DE TURBO,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Seguros,Mínima cuantía,En ejecución,No,Funcionamiento,71661400,0,2026-03-12T00:00:00.000Z,2026-03-12T00:00:00.000Z,2027-03-12T00:00:00.000Z,ADQUISICION DE POLIZAS DE VIDA GRUPO PARA EL ALCALDE; CONCEJALES - PERSONERO - LA POLIZA DE MANEJO SECTOR OFICIAL PERIODO 2026-2027 Y LA POLIZA DE SEGURO OBLIGATORIO DE ACCIDENTES DE TRANSITO PARA LOS VEHICULOS Y MOTOCICLETAS DE PROPIEDAD DE LA ALCALDIA DISTRITAL DE TURBO ANTIOQUIA,ADQUISICION DE POLIZAS DE VIDA GRUPO PARA EL ALCALDE; CONCEJALES - PERSONERO - LA POLIZA DE MANEJO SECTOR OFICIAL PERIODO 2026-2027 Y LA POLIZA DE SEGURO OBLIGATORIO DE ACCIDENTES DE TRANSITO PARA LOS VEHICULOS Y MOTOCICLETAS DE PROPIEDAD DE LA ALCALDIA DISTRITAL DE TURBO ANTIOQUIA,365,2026,3,0,3.077974599038113E8,4959,0.23
Distrito Capital de Bogotá,MINISTERIO DEL DEPORTE,deportes,Nacional,Ejecutivo,Centralizada,Comisión,Contratación régimen especial,Modificado,No,Inversión,3878981018,0,2026-03-12T00:00:00.000Z,2026-03-13T00:00:00.000Z,2027-04-30T00:00:00.000Z,Adquirir la prestación del servicio de vigilancia y seguridad privada en las sedes del Ministerio del Deporte; mediante la disposición de recursos humanos y medios tecnológicos; con el fin de garantizar la seguridad de los funcionarios; colaboradores y terceros; así como la protección de los bienes muebles e inmuebles de propiedad de la entidad y de aquellos por los cuales llegue a ser responsable,Adquirir la prestación del servicio de vigilancia y seguridad privada en las sedes del Ministerio del Deporte; mediante la disposición de recursos humanos y medios tecnológicos; con el fin de garantizar la seguridad de los funcionarios; colaboradores y terceros; así como la protección de los bienes,413,2026,3,1,5.57940873615632E8,8393,6.95
Bolívar,MUNICIPIO DE SANTA ROSA DEL SUR,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,39900000,0,2026-03-11T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-12-27T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PARA BRINDAR SUBSIDIOS FÚNEBRES PARA PERSONAS EN SITUACIÓN DE VÍCTIMAS; EXTREMA POBREZA; HABITANTES DE CALLE O NO IDENTIFICADOS DEL MUNICIPIO DE SANTA ROSA DEL SUR; BOLÍVAR,PRESTACIÓN DE SERVICIOS PARA BRINDAR SUBSIDIOS FÚNEBRES PARA PERSONAS EN SITUACIÓN DE VÍCTIMAS; EXTREMA POBREZA; HABITANTES DE CALLE O NO IDENTIFICADOS DEL MUNICIPIO DE SANTA ROSA DEL SUR; BOLÍVAR,289,2026,3,0,3.8163337750031626E8,1581,0.1
Nariño,GOBERNACION DE NARIÑO,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Inversión,45600000,0,2026-03-11T00:00:00.000Z,2026-03-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,LA CONTRATISTA se obliga con EL DEPARTAMENTO a prestar; por sus propios medios; con plena autonomía técnica y administrativa; sus   servicios profesionales para la gestión financiera; contable y administrativa; en articulación con las instituciones y organizaciones implicadas; siguiendo los procesos administrativos del PROYECTO DE DESARROLLO TERRITORIAL Y CONSTRUCCIÓN DE PAZ EN NARIÑO - PDT Nariño de la Secretaría de Equidad de Género e Inclusión Social; con orientación al alcance de los resulta,LA CONTRATISTA se obliga con EL DEPARTAMENTO a prestar; por sus propios medios; con plena autonomía técnica y administrativa; sus   servicios profesionales para la gestión financiera; contable y administrativa; en articulación con las instituciones y organizaciones implicadas; siguiendo los procesos,295,2026,3,1,3.0941154367689824E8,619,0.15
Bolívar,ESE HOSPITAL SAN ANTONIO DE PADUA DE SIMITI,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,12637515,0,2026-03-11T00:00:00.000Z,2026-03-11T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO REGENTE ÁREA FARMACIA PARA LA ATENCIÓN EN SALUD DE LOS USUARIOS DE LA ENTIDAD HOSPITALARIA EMPRESA SOCIAL DEL ESTADO SAN ANTONIO DE PADUA,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO REGENTE ÁREA FARMACIA PARA LA ATENCIÓN EN SALUD DE LOS USUARIOS DE LA ENTIDAD HOSPITALARIA EMPRESA SOCIAL DEL ESTADO SAN ANTONIO DE PADUA,111,2026,3,1,3.8163337750031626E8,1581,0.03
Caldas,Empresa Social del Estado Salud Dorada,Salud y Protección Social,Corporación Autónoma,Corporación Autónoma,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,5000000,0,2026-03-11T00:00:00.000Z,2026-03-11T00:00:00.000Z,2026-04-30T00:00:00.000Z,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO CONSERJE DE LAS DIFERENTES SEDES Y ÁREAS DE LA E.S.E. SALUD DORADA.,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO CONSERJE DE LAS DIFERENTES SEDES Y ÁREAS DE LA E.S.E. SALUD DORADA.,50,2026,3,1,1.3881947553267974E8,1836,0.04
Atlántico,ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE BARRANQUILLA,Ley de Justicia,Nacional,Ejecutivo,Centralizada,Suministros,Mínima cuantía,Modificado,Si,Funcionamiento,154256799,0,2026-03-10T00:00:00.000Z,2026-03-10T00:00:00.000Z,2026-12-31T00:00:00.000Z,Contratar el suministro a precios unitarios de aceites; grasas comestibles; materia prima; insumos y otros minerales (sal) para el proyecto productivo de la panadería de la cárcel penitenciaria de mediana seguridad de Barranquilla,Contratar el suministro a precios unitarios de aceites; grasas comestibles; materia prima; insumos y otros minerales (sal) para el proyecto productivo de la panadería de la cárcel penitenciaria de mediana seguridad de Barranquilla,296,2026,3,0,3.657421074976415E8,1696,0.42
Distrito Capital de Bogotá,AGENCIA NACIONAL DE TIERRAS - ANT,agricultura,Nacional,Ejecutivo,Descentralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Inversión,43408750,0,2026-03-09T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-07-31T00:00:00.000Z,PRESTAR SERVICIOS PROFESIONALES DE CONSULTORÍA A LA SUBDIRECCIÓN DE PLANEACIÓN OPERATIVA COMO PROFESIONAL SIG; EN EL DESARROLLO DE LAS ACTIVIDADES RELACIONADAS CON LAS DISTINTAS ETAPAS DE ELABORACIÓN Y EJECUCIÓN DE LOS PLANES DE ORDENAMIENTO SOCIAL DE LA PROPIEDAD RURAL Y PARA LA EJECUCIÓN DE LAS ACTIVIDADES RELACIONADAS CON EL PROCEDIMIENTO ÚNICO DEL PROYECTO DENOMINADO PROGRAMA PARA LA ADOPCIÓN E IMPLEMENTACIÓN DE UN CATASTRO MULTIPROPÓSITO RURAL - URBANO.,PRESTAR SERVICIOS PROFESIONALES DE CONSULTORÍA A LA SUBDIRECCIÓN DE PLANEACIÓN OPERATIVA COMO PROFESIONAL SIG; EN EL DESARROLLO DE LAS ACTIVIDADES RELACIONADAS CON LAS DISTINTAS ETAPAS DE ELABORACIÓN Y EJECUCIÓN DE LOS PLANES DE ORDENAMIENTO SOCIAL DE LA PROPIEDAD RURAL Y PARA LA EJECUCIÓN DE LAS AC,140,2026,3,1,5.57940873615632E8,8393,0.08
Magdalena,E.S.E. HOSPITAL FRAY LUIS DE LEON,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,Modificado,No,Funcionamiento,2340000,0,2026-03-09T00:00:00.000Z,2026-03-09T00:00:00.000Z,2026-03-31T00:00:00.000Z,PRESTACION DE SERVICIOS TECNICOS EN EL PROCESO DE REALIZACION DE RAYOS X DE LA E.S.E. HOSPITAL FRAY LUIS DE LEON DE PLATO,PRESTACION DE SERVICIOS TECNICOS EN EL PROCESO DE REALIZACION DE RAYOS X DE LA E.S.E. HOSPITAL FRAY LUIS DE LEON DE PLATO,22,2026,3,1,7.677943580718768E7,3506,0.03
Magdalena,HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO,Salud y Protección Social,Territorial,Corporación Autónoma,Descentralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,1900000,0,2026-03-07T00:00:00.000Z,2026-03-07T00:00:00.000Z,2026-03-31T00:00:00.000Z,PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO AUXILIAR DE ENFERMERIA -ATENCION- ASISTENCIAL BASICA DE SEGUNDO NIVEL EN EL HOSPITAL SAN CRISTOBAL DE CIÉNAGA EMPRESA SOCIAL DEL ESTADO,PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO AUXILIAR DE ENFERMERIA -ATENCION- ASISTENCIAL BASICA DE SEGUNDO NIVEL EN EL HOSPITAL SAN CRISTOBAL DE CIÉNAGA EMPRESA SOCIAL DEL ESTADO,24,2026,3,1,7.677943580718768E7,3506,0.02
Valle del Cauca,SECRETARIA DE INFRAESTRUCTURA - GOBERNACION DEL VALLE,Servicio Público,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,80000000,0,2026-03-06T00:00:00.000Z,2026-03-27T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRAR COMBUSTIBLE EN ESTACIONES DE SERVICIO DEL DEPARTAMENTO DEL VALLE DEL CAUCA; PARA LOS VEHÍCULOS DE LA SECRETARÍA DE INFRAESTRUCTURA DE LA GOBERNACIÓN DEL VALLE DEL CAUCA,SUMINISTRAR COMBUSTIBLE EN ESTACIONES DE SERVICIO DEL DEPARTAMENTO DEL VALLE DEL CAUCA; PARA LOS VEHÍCULOS DE LA SECRETARÍA DE INFRAESTRUCTURA DE LA GOBERNACIÓN DEL VALLE DEL CAUCA,279,2026,3,0,3.972895858212735E8,2764,0.2
Magdalena,Empresa Social del Estado Hospital La Candelaria*,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,3450000,0,2026-03-05T00:00:00.000Z,2026-03-05T00:00:00.000Z,2026-04-04T00:00:00.000Z,PRESTACIÓN DE SERVICIOS COMO AUXILIAR ENFERMERIA PARA LA EJECUCIÓN DE LAS ACTIVIDADES COMO PARTE DE LOS EQUIPOS BÁSICOS DE SALUD (EBS) RURALES CONTRATADOS POR LA E.S.E. HOSPITAL LA CANDELARIA PARA El MUNICIPIO DE EL BANCO; MAGDALENA; EN EL MARCO DE LA IMPLEMENTACIÓN DEL MODELO DE SALUD PREVENTIVO Y PREDICTIVO DEL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL RESOLUCION 711 DE 2025.,PRESTACIÓN DE SERVICIOS COMO AUXILIAR ENFERMERIA PARA LA EJECUCIÓN DE LAS ACTIVIDADES COMO PARTE DE LOS EQUIPOS BÁSICOS DE SALUD (EBS) RURALES CONTRATADOS POR LA E.S.E. HOSPITAL LA CANDELARIA PARA El MUNICIPIO DE EL BANCO; MAGDALENA; EN EL MARCO DE LA IMPLEMENTACIÓN DEL MODELO DE SALUD PREVENTIVO Y,30,2026,3,1,7.677943580718768E7,3506,0.04
Valle del Cauca,ALCALDIA MUNICIPAL DE SAN PEDRO VALLE DEL CAUCA,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Inversión,2814000,0,2026-03-05T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-03-27T00:00:00.000Z,SUMINISTRAR ALIMENTACIÓN (REFRIGERIOS Y/O ALMUERZOS PARA LOS ASISTENTES A LA JORNADA DE CAPACITACIÓN DIRIGIDA A LAS JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE SAN PEDRO-VALLE DEL CAUCA; EN DESARROLLO DE LO DISPUESTO EN EL PARAGRAFO 2 DEL ARTICULO 103 DE LA LEY 2166 DE 2021,SUMINISTRAR ALIMENTACIÓN (REFRIGERIOS Y/O ALMUERZOS PARA LOS ASISTENTES A LA JORNADA DE CAPACITACIÓN DIRIGIDA A LAS JUNTAS DE ACCION COMUNAL DEL MUNICIPIO DE SAN PEDRO-VALLE DEL CAUCA; EN DESARROLLO DE LO DISPUESTO EN EL PARAGRAFO 2 DEL ARTICULO 103 DE LA LEY 2166 DE 2021,7,2026,3,0,3.972895858212735E8,2764,0.01
Vichada,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE PUERTO CARREÑO1,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,6400000,0,2026-03-05T00:00:00.000Z,2026-03-06T00:00:00.000Z,2026-04-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA PARA EL DESARROLLO DE LAS ACTIVIDADES DEL PLAN DE INTERVENCIONES COLECTIVAS DEL MUNICIPIO DE CUMARIBO CONTRATO INTERADMINISTRATIVO N134 DE 2025; CELEBRADO ENTRE LA ALCALDIA DE CUMARIBO Y EL HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS E.S.E. VIGENCIA 2026,PRESTACIÓN DE SERVICIOS COMO AUXILIAR DE ENFERMERÍA PARA EL DESARROLLO DE LAS ACTIVIDADES DEL PLAN DE INTERVENCIONES COLECTIVAS DEL MUNICIPIO DE CUMARIBO CONTRATO INTERADMINISTRATIVO N134 DE 2025; CELEBRADO ENTRE LA ALCALDIA DE CUMARIBO Y EL HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS E.S.E. VIGENCIA 2,55,2026,3,1,2.7632764037514653E7,853,0.23
Valle del Cauca,MUNICIPIO DE ANSERMANUEVO,Servicio Público,Territorial,Ejecutivo,Centralizada,Obra,Mínima cuantía,En ejecución,Si,Inversión,29933324,0,2026-03-05T00:00:00.000Z,2026-03-10T00:00:00.000Z,2026-07-31T00:00:00.000Z,MANTENIMIENTO Y CONSERVACION DE LA PILETA DEL PARQUE PRINCIPAL DEL MUNICIPIO DE ANSERMANUEVO VALLE DEL CAUCA.,MANTENIMIENTO Y CONSERVACION DE LA PILETA DEL PARQUE PRINCIPAL DEL MUNICIPIO DE ANSERMANUEVO VALLE DEL CAUCA.,143,2026,3,0,3.972895858212735E8,2764,0.08
Cundinamarca,ESCUELA DE FORMACION INPEC,Ley de Justicia,Nacional,Ejecutivo,Descentralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,10291392,0,2026-03-05T00:00:00.000Z,2026-03-05T00:00:00.000Z,2026-03-05T00:00:00.000Z,PRESTAR SERVICIOS PROFESIONALES COMO INSTRUCTOR DE AULA EN (EL) LA ESCUELA DE FORMACIÓN; PARA DICTAR EL CURSO DOCTRINA Y CULTURA INSTITUCIONAL PARA EL PERSONAL DE RESERVISTAS A PROVEER EL CARGO DE DRAGONEANTES EN PROVISIONALIDAD 2026; CON OPORTUNIDAD; EFICIENCIA Y EFICACIA,PRESTAR SERVICIOS PROFESIONALES COMO INSTRUCTOR DE AULA EN (EL) LA ESCUELA DE FORMACIÓN; PARA DICTAR EL CURSO DOCTRINA Y CULTURA INSTITUCIONAL PARA EL PERSONAL DE RESERVISTAS A PROVEER EL CARGO DE DRAGONEANTES EN PROVISIONALIDAD 2026; CON OPORTUNIDAD; EFICIENCIA Y EFICACIA,0,2026,3,1,2.1014358096011004E8,3635,0.05
Santander,CLÍNICA GIRÓN ESE,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,18000000,6000000,2026-03-04T00:00:00.000Z,2026-03-05T00:00:00.000Z,2026-06-04T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO FISIOTERAPEUTA DENTRO DEL MARCO DE LA RESOLUCIÓN 1397 DE 2024 QUE ORIENTA LA CONFORMACIÓN Y OPERACIÓN DE LOS EQUIPOS BÁSICOS EN SALUD EN EL MUNICIPIO DE GIRÓN 1,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO FISIOTERAPEUTA DENTRO DEL MARCO DE LA RESOLUCIÓN 1397 DE 2024 QUE ORIENTA LA CONFORMACIÓN Y OPERACIÓN DE LOS EQUIPOS BÁSICOS EN SALUD EN EL MUNICIPIO DE GIRÓN 1,91,2026,3,1,2.540564492865275E8,2635,0.07
Cauca,MUNICIPIO DE SUCRE,Servicio Público,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,Modificado,Si,,49000000,0,2026-03-04T00:00:00.000Z,2026-03-04T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRO DE ELEMENTOS DE PAPELERÍA; ÚTILES DE OFICINA E INSUMOS DE IMPRESORAS PARA LAS DIFERENTES DEPENDENCIAS DE LA ALCALDÍA MUNICIPAL DE SUCRE CAUCA,SUMINISTRO DE ELEMENTOS DE PAPELERÍA; ÚTILES DE OFICINA E INSUMOS DE IMPRESORAS PARA LAS DIFERENTES DEPENDENCIAS DE LA ALCALDÍA MUNICIPAL DE SUCRE CAUCA,302,2026,3,0,1.9055105056899488E8,1174,0.26
Cundinamarca,ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,Servicio Público,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,40000000,39976650,2026-03-04T00:00:00.000Z,2026-03-06T00:00:00.000Z,2026-03-15T00:00:00.000Z,SERVICIO DE APOYO LOGÍSTICO EN EL MARCO DEL PROCESO ELECTORAL DE LAS ELECCIONES LEGISLATIVAS 2026,SERVICIO DE APOYO LOGÍSTICO EN EL MARCO DEL PROCESO ELECTORAL DE LAS ELECCIONES LEGISLATIVAS 2026,9,2026,3,0,2.1014358096011004E8,3635,0.19
Cesar,ALCALDIA DE BECERRIL CESAR,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,Funcionamiento,48933000,0,2026-03-04T00:00:00.000Z,2026-03-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,FORTALECIMIENTO INSTITUCIONAL PARA LA ORGANIZACION Y DESARROLLO DE LOS PROCESOS ELECTORALES DURANTE EL PRIMER SEMESTRE DE LA VIGENCIA 2026 EN EL MUNICIPIO DE BECERRIL CESAR,FORTALECIMIENTO INSTITUCIONAL PARA LA ORGANIZACION Y DESARROLLO DE LOS PROCESOS ELECTORALES DURANTE EL PRIMER SEMESTRE DE LA VIGENCIA 2026 EN EL MUNICIPIO DE BECERRIL CESAR,154,2026,3,0,4.5593152436764705E8,884,0.11
Nariño,ALCALDIA DE PASTO,Servicio Público,Territorial,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,113000000,0,2026-03-04T00:00:00.000Z,2026-03-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,El contratista se compromete con el Municipio de Pasto al suministro de elementos de ferretería para el buen funcionamiento de la gestión administrativa y operativa a la Secretaría de Tránsito y Transporte Municipal 2026; de conformidad con las especificaciones técnicas determinadas. Contemplado en el PAA (MC-STTM-FERR),El contratista se compromete con el Municipio de Pasto al suministro de elementos de ferretería para el buen funcionamiento de la gestión administrativa y operativa a la Secretaría de Tránsito y Transporte Municipal 2026; de conformidad con las especificaciones técnicas determinadas. Contemplado en,295,2026,3,0,3.0941154367689824E8,619,0.37
Casanare,HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO E.S.E,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,35000000,10000000,2026-03-03T00:00:00.000Z,2026-03-06T00:00:00.000Z,2026-10-01T00:00:00.000Z,PRESTAR DE SERVICIOS PROFESIONALES PARA EJERCER LA COORDINACIÓN PARA LA EJECUCIÓN DEL PROGRAMA CUIDÁNDOTE EN CASA DE LA NUEVA EPS DESARROLLADA POR EL HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO E.S.E.,PRESTAR DE SERVICIOS PROFESIONALES PARA EJERCER LA COORDINACIÓN PARA LA EJECUCIÓN DEL PROGRAMA CUIDÁNDOTE EN CASA DE LA NUEVA EPS DESARROLLADA POR EL HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO E.S.E.,209,2026,3,1,2.0768525613596913E8,1037,0.17
