departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Meta,ALCALDIA MUNICIPAL DE RESTREPO META,Servicio Público,Territorial,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,terminado,Si,,29354087,0,2026-03-26T00:00:00.000Z,2026-04-06T00:00:00.000Z,2026-05-05T00:00:00.000Z,COMPRA  DE MENAJE PARA DOTACION A LOS RESTAURANTES ESCOLARES DE LAS DIFERENTES SEDES EDUCATIVAS PUBLICAS DEL MUNICIPIO DE RESTREPO META,COMPRA  DE MENAJE PARA DOTACION A LOS RESTAURANTES ESCOLARES DE LAS DIFERENTES SEDES EDUCATIVAS PUBLICAS DEL MUNICIPIO DE RESTREPO META,29,2026,3,0,2.278074871755618E8,2136,0.13
Santander,ALCALDIA MUNICIPIAL DE SIMACOTA,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,No,Inversión,256233330,0,2026-03-26T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTAR SERVICIOS DE SALUD PARA LA EJECUCIÓN DE LAS ACTIVIDADES DEL PLAN DE SALUD PÚBLICA DE INTERVENCIONES COLECTIVAS (PIC) 2026 DEL MUNICIPIO DE SIMACOTA SANTANDER,PRESTAR SERVICIOS DE SALUD PARA LA EJECUCIÓN DE LAS ACTIVIDADES DEL PLAN DE SALUD PÚBLICA DE INTERVENCIONES COLECTIVAS (PIC) 2026 DEL MUNICIPIO DE SIMACOTA SANTANDER,280,2026,3,0,2.540564492865275E8,2635,1.01
Meta,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,51300000,0,2026-03-26T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-09-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MÉDICO PARA CONFORMACIÓN DE EQUIPOS BÁSICOS EN SALUD DEL ÁREA URBANA EN EL MARCO DE LA RESOLUCIÓN 763 DE 2025 DEL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MÉDICO PARA CONFORMACIÓN DE EQUIPOS BÁSICOS EN SALUD DEL ÁREA URBANA EN EL MARCO DE LA RESOLUCIÓN 763 DE 2025 DEL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,188,2026,3,1,2.278074871755618E8,2136,0.23
Meta,REGIONAL DE ASEGURAMIENTO EN SALUD No.7,defensa,Nacional,Judicial,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Funcionamiento,20000000,0,2026-03-26T00:00:00.000Z,2026-04-07T00:00:00.000Z,2026-09-30T00:00:00.000Z,PRESTACIÓN DEL SERVICIO DE ENDOCRINOLOGÍA ADULTO PARA LOS USUARIOS DE SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL - REGIONAL DE ASEGURAMIENTO EN SALUD N°7,PRESTACIÓN DEL SERVICIO DE ENDOCRINOLOGÍA ADULTO PARA LOS USUARIOS DE SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL - REGIONAL DE ASEGURAMIENTO EN SALUD N°7,176,2026,3,0,2.278074871755618E8,2136,0.09
Antioquia,MUNICIPIO DE PUERTO TRIUNFO,No aplica/No pertenece,Territorial,Corporación Autónoma,Descentralizada,Prestación de servicios,Mínima cuantía,Modificado,Si,,51951351,0,2026-03-25T00:00:00.000Z,2026-03-25T00:00:00.000Z,2026-03-27T00:00:00.000Z,OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DE ACUERDO CON LOS LINEAMIENTOS TÉCNICOS-ADMINISTRATIVOS VIGENTES; DISPUESTOS POR EL MEN; PARA EL SUMINISTRO DE COMPLEMENTO ALIMENTARIO A LOS ALUMNOS MATRICULADOS EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE PUERTO TRIUNFO; AÑO 2026,OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DE ACUERDO CON LOS LINEAMIENTOS TÉCNICOS-ADMINISTRATIVOS VIGENTES; DISPUESTOS POR EL MEN; PARA EL SUMINISTRO DE COMPLEMENTO ALIMENTARIO A LOS ALUMNOS MATRICULADOS EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE PUERTO TRIUNFO; AÑO 2026,2,2026,3,0,3.077974599038113E8,4959,0.17
Vichada,DEPARTAMENTO DE POLICIA VICHADA,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,31866000,0,2026-03-25T00:00:00.000Z,2026-03-27T00:00:00.000Z,2026-10-31T00:00:00.000Z,SERVICIO DE ALIMENTACIÓN Y HOSPEDAJE PARA EL PERSONAL DE APOYO Y EN SERVICIOS ESPECIALES EN EL DEPARTAMENTO DE POLICÍA VICHADA,SERVICIO DE ALIMENTACIÓN Y HOSPEDAJE PARA EL PERSONAL DE APOYO Y EN SERVICIOS ESPECIALES EN EL DEPARTAMENTO DE POLICÍA VICHADA,218,2026,3,0,2.7632764037514653E7,853,1.15
Huila,MUNICIPIO DE TARQUI,Servicio Público,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,No,Inversión,103000000,0,2026-03-25T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-06-13T00:00:00.000Z,PROCESO DE SELECCION POR CONVOCATORIA PUBLICA COMPETITIVO PARA LA SELECCION DE UNA ENTIDAD PRIVADA SIN ANIMO DE LUCRO Y DE RECONOCIDAD IDONEIDAD PARA DESARROLLAR LAS ACTIVIDADES ADMINISTRATIVAS  TECNICAS Y OPERATIVAS DESARROLLADAS DESDE EL CENTRO VIDA EN CUMPLIMIENTO AL PLAN DE DESARROLLO MUNICIPAL POR TARQUI CON RESULTADOS Y DE CORAZÓN 2024-2027,PROCESO DE SELECCION POR CONVOCATORIA PUBLICA COMPETITIVO PARA LA SELECCION DE UNA ENTIDAD PRIVADA SIN ANIMO DE LUCRO Y DE RECONOCIDAD IDONEIDAD PARA DESARROLLAR LAS ACTIVIDADES ADMINISTRATIVAS  TECNICAS Y OPERATIVAS DESARROLLADAS DESDE EL CENTRO VIDA EN CUMPLIMIENTO AL PLAN DE DESARROLLO MUNICIPAL,79,2026,3,1,1.6070926649029127E8,1648,0.64
Distrito Capital de Bogotá,PATRIMONIO AUTÓNOMO AEROCAFÉ,Transporte,Nacional,Ejecutivo,Centralizada,Otro,Contratación régimen especial (con ofertas),En ejecución,No,Inversión,20579858305,0,2026-03-24T00:00:00.000Z,2026-04-06T00:00:00.000Z,2030-03-05T00:00:00.000Z,"El objeto del contrato es ejecutar la interventoría integral al Contrato de Obra para 
la construcción de las obras del Lado Aire - Etapa I del Aeropuerto del Café; ubicado en 
el municipio de Palestina (Caldas); con el propósito de supervisar; controlar y verificar su adecuada ejecución técnica; administrativa; jurídica; financiera; contable; ambiental; social y de SST; de conformidad con los  documentos del proceso y documentos 
contractuales que lo rigen; así como las especificaciones","El objeto del contrato es ejecutar la interventoría integral al Contrato de Obra para 
la construcción de las obras del Lado Aire - Etapa I del Aeropuerto del Café; ubicado en 
el municipio de Palestina (Caldas); con el propósito de supervisar; controlar y verificar su adecuada ejecución técnica; ad",1429,2026,3,1,5.57940873615632E8,8393,36.89
Antioquia,REGIONAL DE ASEGURAMIENTO EN SALUD N°6,Salud y Protección Social,Nacional,Ejecutivo,Descentralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,No,Funcionamiento,3000000000,0,2026-03-24T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-06-15T00:00:00.000Z,PRESTACIÓN DE SERVICIOS DE SALUD INTEGRALES EN LAS MODALIDADES AMBULATORIA; HOSPITALARIA; DE URGENCIAS Y QUIRÚRGICA; INCLUYENDO CUIDADOS ESPECIALES; APOYOS DIAGNÓSTICOS Y TERAPÉUTICOS DE ALTA COMPLEJIDAD; ASÍ COMO EL SUMINISTRO DE MEDICAMENTOS; INSUMOS; DISPOSITIVOS MÉDICOS Y LA REALIZACIÓN DE EXÁMENES PARACLÍNICOS NECESARIOS PARA GARANTIZAR LA ATENCIÓN OPORTUNA Y CONTINUA DE LOS USUARIOS DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL ADSCRITOS A LA REGIONAL DE ASEGURAMIENTO EN SALUD N°6,PRESTACIÓN DE SERVICIOS DE SALUD INTEGRALES EN LAS MODALIDADES AMBULATORIA; HOSPITALARIA; DE URGENCIAS Y QUIRÚRGICA; INCLUYENDO CUIDADOS ESPECIALES; APOYOS DIAGNÓSTICOS Y TERAPÉUTICOS DE ALTA COMPLEJIDAD; ASÍ COMO EL SUMINISTRO DE MEDICAMENTOS; INSUMOS; DISPOSITIVOS MÉDICOS Y LA REALIZACIÓN DE EXÁME,83,2026,3,0,3.077974599038113E8,4959,9.75
Cundinamarca,MUNICIPIO DE TENJO,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Compraventa,Licitación pública,En ejecución,No,Inversión,569959600,0,2026-03-21T00:00:00.000Z,2026-04-06T00:00:00.000Z,2026-06-05T00:00:00.000Z,COMPRA; INSTALACIÓN Y PROGRAMACIÓN DE ELEMENTOS TECNOLÓGICOS PARA LA MODERNIZACIÓN DE LA RED DE APOYO DE RADIOS DE COMUNICACIONES DEL MUNICIPIO DE TENJO CUNDINAMARCA,COMPRA; INSTALACIÓN Y PROGRAMACIÓN DE ELEMENTOS TECNOLÓGICOS PARA LA MODERNIZACIÓN DE LA RED DE APOYO DE RADIOS DE COMUNICACIONES DEL MUNICIPIO DE TENJO CUNDINAMARCA,60,2026,3,0,2.1014358096011004E8,3635,2.71
Valle del Cauca,RED DE SALUD DEL ORIENTE ESE,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,Modificado,No,,11900000,0,2026-03-20T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-12-31T00:00:00.000Z,LA PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA RECUPERACIÓN DE LOS SALDOS INSOLUTOS DE LAS CUENTAS QUE POR LA PRESTACIÓN DE SERVICIOS DE SALUD LE ADEUDAN LAS DISTINTAS  ENTIDADES RESPONSABLE DE PAGO A LA RED DE SALUD DEL ORIENTE E.S.E.; MEDIANTE LA EJECUCCION DE ACTIVIDADES DE GESTIÓN DE COBRO EN LAS ETAPAS DE CONCILIACIÓN; DEPURACIÓN DE CARTERA; PREJURIDICO; JURIDICO Y REPRESENTACIÓN JUDICIAL; DEMÁS ACTUACIONES ADMINISTRATIVAS NECESARIAS PARA LOGRAR LA RECUPERACIÓN EFECTIVA DE LOS RECURSOS AD,LA PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA RECUPERACIÓN DE LOS SALDOS INSOLUTOS DE LAS CUENTAS QUE POR LA PRESTACIÓN DE SERVICIOS DE SALUD LE ADEUDAN LAS DISTINTAS  ENTIDADES RESPONSABLE DE PAGO A LA RED DE SALUD DEL ORIENTE E.S.E.; MEDIANTE LA EJECUCCION DE ACTIVIDADES DE GESTIÓN DE COBRO EN,282,2026,3,1,3.972895858212735E8,2764,0.03
Antioquia,BIBLIOTECA PUBLICA PILOTO DE MEDELLIN PARA AMERICA LATINA,Cultura,Territorial,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,Inversión,12845181,0,2026-03-20T00:00:00.000Z,2026-03-25T00:00:00.000Z,2026-08-30T00:00:00.000Z,Adquisición y/o renovación de licencias de software y herramientas digitales para la Biblioteca Pública Piloto de Medellín para América Latina y los proyectos a su cargo.,Adquisición y/o renovación de licencias de software y herramientas digitales para la Biblioteca Pública Piloto de Medellín para América Latina y los proyectos a su cargo.,158,2026,3,0,3.077974599038113E8,4959,0.04
Valle del Cauca,ESE HOSPITAL PILOTO JAMUNDI,No aplica/No pertenece,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,6500000,0,2026-03-20T00:00:00.000Z,2026-03-25T00:00:00.000Z,2026-06-10T00:00:00.000Z,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN COMUNITARIA EN EL MARCO DEL PROGRAMA DE ATENCIÓN PRIMARIA EN SALUD (APS); MEDIANTE LA PARTICIPACIÓN ACTIVA EN LOS PROCESOS DE INTERVENCIÓN SOCIAL Y FORTALECIMIENTO DEL VÍNCULO ENTRE LA COMUNIDAD Y LOS SERVICIOS DE SALUD; COMO INTEGRANTE DE LOS EQUIPOS BÁSICOS EN SALUD DEL HOSPITAL PILOTO DE JAMUNDÍ; CONFORME A LOS LINEAMIENTOS DEFINIDOS POR LA EMPRESA SOCIAL DEL ESTADO Y EL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL - RURAL,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN COMUNITARIA EN EL MARCO DEL PROGRAMA DE ATENCIÓN PRIMARIA EN SALUD (APS); MEDIANTE LA PARTICIPACIÓN ACTIVA EN LOS PROCESOS DE INTERVENCIÓN SOCIAL Y FORTALECIMIENTO DEL VÍNCULO ENTRE LA COMUNIDAD Y LOS SERVICIOS DE SALUD; COMO INTEGRANTE DE LOS EQUIPOS BÁSICOS,77,2026,3,1,3.972895858212735E8,2764,0.02
Distrito Capital de Bogotá,SECRETARIA DISTRITAL DE AMBIENTE,Ambiente y Desarrollo Sostenible,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,Si,Inversión,45455620,0,2026-03-20T00:00:00.000Z,2026-03-25T00:00:00.000Z,2026-06-24T00:00:00.000Z,Desarrollar la Auditoría financiera externa para el proyecto de Cooperación Técnica Regional No Reembolsable No. ATN/OC-19080-RG ejecutado por la Secretaría Distrital de Ambiente,Desarrollar la Auditoría financiera externa para el proyecto de Cooperación Técnica Regional No Reembolsable No. ATN/OC-19080-RG ejecutado por la Secretaría Distrital de Ambiente,91,2026,3,1,5.57940873615632E8,8393,0.08
Meta,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E.S.E,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,Funcionamiento,44333331,6333333,2026-03-19T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-10-18T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ENFERMERO PARA LA EJECUCIÓN DE LA ESTRATEGIA DE LA ATENCIÓN PRIMARIA EN SALUD (APS) EN EL MUNICIPIO DE CASTILLO EN CUMPLIMIENTO DE LA RESOLUCIÓN 709 DEL 2025,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ENFERMERO PARA LA EJECUCIÓN DE LA ESTRATEGIA DE LA ATENCIÓN PRIMARIA EN SALUD (APS) EN EL MUNICIPIO DE CASTILLO EN CUMPLIMIENTO DE LA RESOLUCIÓN 709 DEL 2025,213,2026,3,1,2.278074871755618E8,2136,0.19
Sucre,SUCRE - E.S.E CENTRO DE SALUD SAMPUES,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Suministros,Contratación régimen especial,En ejecución,Si,Funcionamiento,383230680,191289432,2026-03-19T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-05-31T00:00:00.000Z,SUMINISTRO DE RACIONES FAMILIARES PARA PREPARAR RFPP; PARA EL APOYO Y ACOMPAÑAMIENTO EN LA EJECUCION DE LAS ACTIVIDADES ESTABLECIDAS EN EL CONVENIO INTERADMINISTRATIVO No. 70003872025 SUSCRITO ENTRE INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR Y EL CENTRO DE SALUD E.S.E. DE SAMPUÉS; CUYO OBJETO ES: AUNAR ESFUERZOS HUMANOS; TÉCNICOS; TECNOLÓGICOS; ADMINISTRATIVOS Y FINANCIEROS PARA LA IMPLEMENTACIÓN DEL SERVICIO INTEGRADO DE ATENCIÓN Y PREVENCIÓN DE LA DESNUTRICIÓN DEL ICBF...,SUMINISTRO DE RACIONES FAMILIARES PARA PREPARAR RFPP; PARA EL APOYO Y ACOMPAÑAMIENTO EN LA EJECUCION DE LAS ACTIVIDADES ESTABLECIDAS EN EL CONVENIO INTERADMINISTRATIVO No. 70003872025 SUSCRITO ENTRE INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR Y EL CENTRO DE SALUD E.S.E. DE SAMPUÉS; CUYO OBJETO ES: A,73,2026,3,1,6.009736289373134E8,335,0.64
Norte de Santander,MUNICIPIO DE LOS PATIOS,Servicio Público,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,No,Inversión,12820513,12820513,2026-03-19T00:00:00.000Z,2026-03-20T00:00:00.000Z,2026-03-24T00:00:00.000Z,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS Y FINANCIEROS PARA LA PLANEACION ORGANIZACIÓN Y EJECUCION INTEGRAL DE LA FERIA DE CAFES ESPECIALES LA CUNA DEL CAFÉ ORIENTADA AL FORTALECIMIENTO DE LA COMPETITIVIDAD DE LOS CAFETEROS Y LA PROMOCION DE LA IDEENTIDAD DE ORIGEN DEL MUNICIPIO DE LOS PATIOS,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS Y FINANCIEROS PARA LA PLANEACION ORGANIZACIÓN Y EJECUCION INTEGRAL DE LA FERIA DE CAFES ESPECIALES LA CUNA DEL CAFÉ ORIENTADA AL FORTALECIMIENTO DE LA COMPETITIVIDAD DE LOS CAFETEROS Y LA PROMOCION DE LA IDEENTIDAD DE ORIGEN DEL MUNICIPIO DE LOS PATIOS,4,2026,3,1,2.0313079243196437E8,2021,0.06
Caldas,CARCEL DEL CIRCUITO JUDICIAL DE ANSERMA C,Ley de Justicia,Nacional,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,No,Funcionamiento,16997500,0,2026-03-19T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-12-24T00:00:00.000Z,ADQUISICIÓN DE COMBUSTIBLES PARA LOS VEHICULOS A CARGO DEL ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ANSERMA CALDAS Y ASI EJECUTAR RECURSOS ASIGNADOS PARA LA VIGENCIA 2026.,ADQUISICIÓN DE COMBUSTIBLES PARA LOS VEHICULOS A CARGO DEL ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ANSERMA CALDAS Y ASI EJECUTAR RECURSOS ASIGNADOS PARA LA VIGENCIA 2026.,280,2026,3,0,1.3881947553267974E8,1836,0.12
Meta,EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META E.S.E,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Suministros,Contratación régimen especial,En ejecución,Si,Funcionamiento,120000000,0,2026-03-18T00:00:00.000Z,2026-05-19T00:00:00.000Z,2026-12-18T00:00:00.000Z,COMPRA DE REPUESTOS Y ACCESORIOS PARA LOS MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS DE LOS EQUIPOS MEDICOS DE LOS 17 HOSPITALES LOCALES DE LA ESE DEPARTAMENTAL DEL META SOLUCION SALUD,COMPRA DE REPUESTOS Y ACCESORIOS PARA LOS MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS DE LOS EQUIPOS MEDICOS DE LOS 17 HOSPITALES LOCALES DE LA ESE DEPARTAMENTAL DEL META SOLUCION SALUD,213,2026,3,1,2.278074871755618E8,2136,0.53
Cesar,C - ESE HMZR - COMPRADOR,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,Modificado,No,,9200000,0,2026-03-18T00:00:00.000Z,2026-03-18T00:00:00.000Z,2026-05-15T00:00:00.000Z,PRESTACION DE SERVICIOS PROFESIONALES PARA LA ASESORIA Y ACOMPAÑAMIENTO JURIDICO EN LOS PROCESOS DE CONTRATACION Y VENTA DE SERVICIOS A LAS EPS Y EAPB DE LA ESE HOSPITAL MARINO ZULETA RAMIREZ DEL MUNICIPIO DE LA PAZ EN EL DEPARTAMENTO DEL CESAR; ASÌ COMO LA REVISION DE LO CONTRATOS QUE SE HAYAN SUSCRITO Y/O LIQUIDADO BAJO EL MISMO CONCEPTO,PRESTACION DE SERVICIOS PROFESIONALES PARA LA ASESORIA Y ACOMPAÑAMIENTO JURIDICO EN LOS PROCESOS DE CONTRATACION Y VENTA DE SERVICIOS A LAS EPS Y EAPB DE LA ESE HOSPITAL MARINO ZULETA RAMIREZ DEL MUNICIPIO DE LA PAZ EN EL DEPARTAMENTO DEL CESAR; ASÌ COMO LA REVISION DE LO CONTRATOS QUE SE HAYAN SUSC,58,2026,3,1,4.5593152436764705E8,884,0.02
Boyacá,MUNICIPIO DE CHIQUINQUIRA+,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,No,Inversión,30240000,0,2026-03-18T00:00:00.000Z,2026-03-19T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PARA LA PROTECCIÓN Y ATENCIÓN INTEGRAL A NIÑOS; NIÑAS Y ADOLESCENTES EN PROCESO DE RESTABLECIMIENTO DE DERECHOS EN HOGAR DE PASO EN LA SUBMODALIDAD DE FAMILIA PARA EL MUNICIPIO DE CHIQUINQUIRÁ BOYACÁ.,PRESTACIÓN DE SERVICIOS PARA LA PROTECCIÓN Y ATENCIÓN INTEGRAL A NIÑOS; NIÑAS Y ADOLESCENTES EN PROCESO DE RESTABLECIMIENTO DE DERECHOS EN HOGAR DE PASO EN LA SUBMODALIDAD DE FAMILIA PARA EL MUNICIPIO DE CHIQUINQUIRÁ BOYACÁ.,287,2026,3,0,2.231946501464273E8,2841,0.14
Cauca,MUNICIPIO DE MIRANDA,No aplica/No pertenece,Territorial,Ejecutivo,Descentralizada,Suministros,Mínima cuantía,En ejecución,Si,Funcionamiento,49025340,0,2026-03-18T00:00:00.000Z,2026-04-07T00:00:00.000Z,2027-04-07T00:00:00.000Z,CONTRATAR POR EL SISTEMA DE PRECIOS UNITARIOS Y MONTO AGOTABLE LA INFRAESTRUCTURA TECNOLÓGICA; APOYO AL SOPORTE TÉCNICO Y SUMINISTRO DE LOS INSUMOS DE ESPECIES VENALES Y MATERIALES NECESARIOS PARA LA ELABORACIÓN DE LAS LICENCIAS DE CONDUCCIÓN LICENCIAS DE TRANSITO TARJETAS DE OPERACIÓN Y TARJETAS DE REGISTRO PARA ATENDER LAS SOLICITUDES DE LOS USUARIOS DE LA SECRETARIA DE TRÁNSITO Y TRANSPORTE DEL MUNICIPIO DE MIRANDA CAUCA,CONTRATAR POR EL SISTEMA DE PRECIOS UNITARIOS Y MONTO AGOTABLE LA INFRAESTRUCTURA TECNOLÓGICA; APOYO AL SOPORTE TÉCNICO Y SUMINISTRO DE LOS INSUMOS DE ESPECIES VENALES Y MATERIALES NECESARIOS PARA LA ELABORACIÓN DE LAS LICENCIAS DE CONDUCCIÓN LICENCIAS DE TRANSITO TARJETAS DE OPERACIÓN Y TARJETAS DE,365,2026,3,0,1.9055105056899488E8,1174,0.26
Magdalena,HOSPITAL SAN CRISTOBAL DE CIENAGA EMPRESA SOCIAL DEL ESTADO,Salud y Protección Social,Territorial,Corporación Autónoma,Descentralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,Si,Funcionamiento,21339892,0,2026-03-18T00:00:00.000Z,2026-03-18T00:00:00.000Z,2026-04-17T00:00:00.000Z,REALIZAR EL SUNMINISTRO DE INSUMOS DE ASEO PARA LA ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,REALIZAR EL SUNMINISTRO DE INSUMOS DE ASEO PARA LA ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,30,2026,3,1,7.677943580718768E7,3506,0.28
Santander,SENA REGIONAL SANTANDER Grupo Administrativo CGAO,Trabajo,Nacional,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,Inversión,48530500,0,2026-03-18T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-12-12T00:00:00.000Z,Suministrar alimentos balanceados; concentrados e insumos pecuarios para la alimentación de especies animales de los ambientes de formación y unidades productivas del Centro de Gestión Agroempresarial del Oriente.,Suministrar alimentos balanceados; concentrados e insumos pecuarios para la alimentación de especies animales de los ambientes de formación y unidades productivas del Centro de Gestión Agroempresarial del Oriente.,263,2026,3,0,2.540564492865275E8,2635,0.19
Meta,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,29925000,8550000,2026-03-18T00:00:00.000Z,2026-03-18T00:00:00.000Z,2026-06-17T00:00:00.000Z,PRESTACION DE SERVICIOS PROFESIONALES COMO ENFERMERA PARA LA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO EN EL MARCO DE LA EJECUCIÓN DEL CONTRATO INTERADMINISTRATIVO N° 2051 DEL PLAN DE INTERVENCIONES COLECTIVAS,PRESTACION DE SERVICIOS PROFESIONALES COMO ENFERMERA PARA LA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO EN EL MARCO DE LA EJECUCIÓN DEL CONTRATO INTERADMINISTRATIVO N° 2051 DEL PLAN DE INTERVENCIONES COLECTIVAS,91,2026,3,1,2.278074871755618E8,2136,0.13
Norte de Santander,EMPRESA SOCIAL DEL ESTADO E.S.E. HOSPITAL REGIONAL NORTE,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,Funcionamiento,39000000,6500000,2026-03-17T00:00:00.000Z,2026-03-17T00:00:00.000Z,2026-09-16T00:00:00.000Z,PRESTACIÓN DE SERVICIOS COMO PROFESIONAL CON ESPECIALISTA EN ÁREAS DE  SALUD PARA LA COORDINACIÓN DE LA DE LA ESTRATEGIA CAMAD; CENTRO DE ATENCIÓN MÓVIL EN EL CORREGIMIENTO DE LA GABARRA DEL MUNICIPIO DE  TIBÚ PARA EL DESARROLLO DE ACCIONES INTEGRALES DE LA PROMOCIÓN DE LA SALUD MENTAL; PREVENCIÓN DEL CONSUMO DE SPA REDUCCIÓN DE RIESGOS Y DAÑOS; ATENCIÓN INTEGRAL E INCLUSIÓN SOCIAL; EN LOS ENTORNOS EDUCATIVO Y FAMILIAR  - TIBU- LA GABARRA - RESOLUCIÓN 00001488 DE 2025,PRESTACIÓN DE SERVICIOS COMO PROFESIONAL CON ESPECIALISTA EN ÁREAS DE  SALUD PARA LA COORDINACIÓN DE LA DE LA ESTRATEGIA CAMAD; CENTRO DE ATENCIÓN MÓVIL EN EL CORREGIMIENTO DE LA GABARRA DEL MUNICIPIO DE  TIBÚ PARA EL DESARROLLO DE ACCIONES INTEGRALES DE LA PROMOCIÓN DE LA SALUD MENTAL; PREVENCIÓN D,183,2026,3,1,2.0313079243196437E8,2021,0.19
